"","Gender","Ever_Married","Age","Graduated","Spending_Score","Family_Size"
"690","Male","Yes",53,"Yes","Low",2
"691","Male","Yes",50,"Yes","Average",4
"692","Female","Yes",39,"No","Average",6
"693","Female","Yes",35,"No","Average",6
"694","Male","No",28,"Yes","Low",3
"695","Female","No",33,"Yes","Low",3
"696","Female","Yes",35,"Yes","Low",3
"697","Male","Yes",48,"Yes","Average",4
"698","Female","Yes",50,"Yes","High",3
"699","Male","Yes",47,"No","Average",4
"700","Female","No",50,"Yes","Low",1
"701","Male","Yes",56,"Yes","Low",4
"702","Female","No",26,"No","Low",1
"703","Male","No",21,"No","Low",4
"704","Male","Yes",61,"Yes","Average",4
"705","Female","Yes",88,"No","High",2
"706","Male","No",72,"No","Low",2
"707","Male","Yes",61,"Yes","Low",2
"708","Female","Yes",51,"No","Average",5
"709","Male","No",42,"Yes","Low",2
"710","Male","Yes",59,"No","Average",3
"711","Female","No",45,"Yes","Low",1
"712","Female","Yes",68,"Yes","Average",3
"713","Female","Yes",85,"Yes","High",2
"714","Male","Yes",46,"Yes","Average",4
"715","Female","Yes",32,"Yes","Average",2
"716","Female","Yes",70,"Yes","Low",1
"717","Female","No",30,"No","Low",4
"718","Female","No",33,"Yes","Low",2
"719","Male","Yes",61,"No","Low",3
"720","Female","No",37,"Yes","Low",1
"721","Male","Yes",32,"Yes","Low",2
"722","Male","Yes",52,"Yes","High",2
"723","Female","Yes",42,"No","Average",3
"724","Male","Yes",47,"Yes","Average",2
"725","Female","Yes",52,"Yes","Low",2
"726","Male","Yes",66,"Yes","Average",3
"727","Female","No",28,"No","Low",6
"728","Female","Yes",47,"Yes","Low",1
"729","Male","Yes",52,"Yes","Average",3
"730","Male","No",27,"No","Low",4
"731","Female","Yes",56,"Yes","Average",5
"732","Female","Yes",53,"No","Average",6
"733","Female","Yes",45,"Yes","Average",4
"734","Female","No",37,"No","Low",1
"735","Female","Yes",36,"No","Average",4
"736","Male","No",25,"Yes","Low",3
"737","Female","Yes",45,"Yes","Average",2
"738","Male","No",35,"Yes","Low",3
"739","Female","Yes",72,"Yes","High",2
"740","Female","Yes",31,"No","Low",4
"741","Male","Yes",47,"No","Average",3
"742","Male","No",20,"No","Low",3
"743","Female","Yes",73,"Yes","Low",2
"744","Male","Yes",29,"No","High",2
"745","Male","Yes",25,"No","Average",2
"746","Male","Yes",52,"Yes","High",4
"747","Female","No",27,"Yes","Low",6
"748","Male","Yes",52,"Yes","Average",4
"749","Female","Yes",49,"Yes","Low",1
"750","Male","No",45,"Yes","Low",1
"751","Male","Yes",59,"Yes","Low",1
"752","Female","No",18,"No","Low",5
"753","Male","No",18,"No","Low",3
"754","Male","Yes",55,"No","Low",1
"755","Female","No",59,"Yes","Low",1
"756","Male","No",22,"No","Low",2
"757","Male","Yes",52,"Yes","High",4
"758","Male","Yes",51,"Yes","Average",3
"759","Male","Yes",35,"No","High",5
"760","Female","No",26,"No","Low",3
"761","Male","Yes",38,"Yes","Average",2
"762","Male","Yes",43,"Yes","Low",4
"763","Male","No",41,"Yes","Low",2
"764","Male","Yes",60,"Yes","Low",1
"765","Female","No",25,"No","Low",4
"766","Male","No",18,"No","Low",5
"767","Male","Yes",47,"Yes","Average",4
"768","Male","Yes",71,"No","Low",1
"769","Female","No",32,"Yes","Low",3
"770","Male","Yes",60,"Yes","Average",3
"771","Female","No",37,"Yes","Low",1
"772","Male","Yes",48,"Yes","Low",1
"773","Female","Yes",68,"Yes","Average",2
"774","Male","Yes",51,"No","Low",3
"775","Male","Yes",52,"Yes","Low",4
"776","Male","Yes",31,"Yes","High",4
"777","Male","No",39,"No","Low",1
"778","Female","Yes",50,"Yes","High",3
"779","Female","No",19,"No","Low",4
"780","Male","No",18,"No","Low",6
"781","Male","Yes",37,"Yes","Low",2
"782","Female","Yes",50,"Yes","Average",3
"783","Male","No",19,"No","Low",6
"784","Male","No",31,"Yes","Low",4
"785","Male","Yes",53,"Yes","Average",2
"786","Female","Yes",26,"Yes","Average",2
"787","Male","No",37,"Yes","Low",3
"788","Female","Yes",49,"No","Average",2
"789","Male","Yes",70,"No","Low",1
"790","Female","Yes",48,"No","High",2
"791","Male","No",21,"No","Low",4
"792","Male","No",19,"No","Low",4
"793","Male","No",31,"No","Low",3
"794","Female","Yes",65,"Yes","High",3
"795","Male","Yes",73,"No","Low",1
"796","Female","Yes",50,"Yes","Average",3
"797","Male","Yes",70,"Yes","Low",1
"798","Male","Yes",58,"Yes","Low",1
"799","Male","No",18,"Yes","Low",2
"800","Male","No",32,"No","Low",4
"801","Female","No",40,"Yes","Low",1
"802","Female","No",49,"Yes","Low",5
"803","Male","No",35,"Yes","Low",1
"804","Female","Yes",40,"Yes","Low",2
"805","Male","No",30,"Yes","Low",4
"806","Female","No",35,"Yes","Low",1
"807","Male","Yes",28,"No","Low",5
"808","Male","Yes",39,"Yes","Average",2
"809","Male","No",39,"Yes","Low",8
"810","Female","Yes",26,"Yes","High",7
"811","Male","Yes",36,"Yes","High",3
"812","Male","No",21,"No","Low",3
"813","Female","No",45,"Yes","Low",1
"814","Male","Yes",45,"No","Average",4
"815","Female","Yes",63,"Yes","Average",3
"816","Female","No",45,"Yes","Low",1
"817","Female","Yes",27,"Yes","High",2
"818","Male","Yes",47,"No","Low",7
"819","Male","Yes",36,"Yes","Average",4
"820","Male","Yes",49,"Yes","Average",2
"821","Male","No",25,"No","Low",4
"822","Male","No",32,"No","Low",7
"823","Male","Yes",41,"No","High",3
"824","Female","Yes",50,"Yes","Average",4
"825","Female","Yes",63,"Yes","High",2
"826","Male","Yes",69,"No","Low",4
"827","Female","Yes",62,"Yes","Low",1
"828","Male","Yes",63,"Yes","High",3
"829","Female","Yes",36,"Yes","Low",2
"830","Female","Yes",31,"No","Low",2
"831","Female","No",45,"No","Low",2
"832","Female","Yes",45,"Yes","Average",4
"833","Male","No",26,"No","Low",3
"834","Male","Yes",49,"No","Average",4
"835","Female","No",38,"Yes","Low",3
"836","Female","Yes",74,"Yes","High",2
"837","Male","No",61,"Yes","Low",1
"838","Female","Yes",70,"Yes","High",2
"839","Female","No",30,"No","Low",3
"840","Female","Yes",57,"Yes","Average",4
"841","Male","No",20,"No","Low",3
"842","Male","No",19,"No","Low",4
"843","Male","No",52,"Yes","Low",3
"844","Male","No",31,"Yes","Low",6
"845","Male","No",22,"No","Low",3
"846","Male","Yes",59,"No","Average",4
"847","Female","Yes",57,"Yes","Average",3
"848","Male","No",25,"Yes","Low",4
"849","Female","Yes",40,"No","Low",3
"850","Female","Yes",53,"Yes","Low",2
"851","Female","No",32,"Yes","Low",1
"852","Female","No",70,"Yes","Low",2
"853","Male","No",48,"Yes","Low",1
"854","Male","Yes",75,"Yes","High",2
"855","Male","Yes",62,"Yes","Low",1
"856","Male","Yes",41,"No","Average",6
"857","Male","Yes",55,"Yes","Average",3
"858","Female","No",20,"No","Low",3
"859","Male","No",20,"No","Low",3
"860","Female","No",35,"No","Low",5
"861","Female","Yes",56,"Yes","Average",3
"862","Male","Yes",39,"No","High",7
"863","Male","Yes",42,"Yes","Low",3
"864","Male","Yes",35,"Yes","Average",2
"865","Female","No",35,"No","Low",1
"866","Male","No",33,"Yes","Low",2
"867","Male","No",42,"Yes","Low",2
"868","Male","No",35,"Yes","Low",2
"869","Female","No",27,"No","Low",3
"870","Male","No",33,"No","Low",2
"871","Female","No",32,"Yes","Low",1
"872","Female","No",35,"No","Low",2
"873","Male","No",22,"No","Low",9
"874","Male","Yes",40,"Yes","Average",4
"875","Male","Yes",51,"Yes","Average",2
"876","Male","Yes",82,"Yes","High",2
"877","Male","Yes",43,"Yes","Average",3
"878","Female","No",29,"No","Low",4
"879","Female","No",38,"Yes","Low",1
"880","Male","Yes",37,"Yes","Average",3
"881","Male","No",32,"Yes","Low",6
"882","Male","No",26,"Yes","Low",4
"883","Male","Yes",39,"Yes","Average",4
"884","Female","No",43,"Yes","Low",1
"885","Male","Yes",51,"Yes","Average",2
"886","Male","Yes",52,"Yes","Average",2
"887","Male","No",51,"No","Low",1
"888","Male","No",20,"No","Low",4
"889","Male","No",33,"No","Low",5
"890","Female","No",36,"Yes","Low",1
"891","Female","Yes",39,"No","Average",6
"892","Male","Yes",48,"Yes","Low",2
"893","Female","Yes",78,"No","High",2
"894","Male","Yes",46,"Yes","Low",1
"895","Female","Yes",26,"No","Low",4
"896","Male","No",26,"No","Low",7
"897","Male","No",19,"No","Low",5
"898","Male","No",22,"No","Low",4
"899","Male","Yes",27,"No","Low",3
"900","Female","No",32,"No","Low",5
"901","Male","Yes",37,"No","Average",4
"902","Female","No",33,"Yes","Low",3
"903","Female","Yes",57,"No","Low",1
"904","Male","No",35,"Yes","Low",3
"905","Female","No",26,"Yes","Low",3
"906","Male","No",31,"Yes","Low",2
"907","Female","Yes",56,"Yes","High",2
"908","Male","Yes",65,"Yes","Low",1
"909","Male","No",23,"No","Low",3
"910","Male","Yes",68,"No","High",2
"911","Female","No",32,"No","Low",1
"912","Female","No",21,"No","Low",5
"913","Female","Yes",61,"Yes","Low",2
"914","Male","Yes",25,"Yes","Average",2
"915","Female","Yes",36,"Yes","Average",3
"916","Male","No",25,"No","Low",1
"917","Male","Yes",58,"Yes","Average",4
"918","Male","Yes",66,"Yes","Low",2
"919","Female","No",42,"Yes","Low",2
"920","Female","Yes",36,"Yes","Low",2
"921","Male","Yes",58,"No","Low",2
"922","Female","No",36,"No","Low",1
"923","Male","No",28,"No","Low",4
"924","Male","Yes",45,"No","Average",2
"925","Female","Yes",35,"No","Low",2
"926","Male","Yes",59,"Yes","Average",3
"927","Male","Yes",49,"Yes","Low",1
"928","Female","No",51,"Yes","Low",1
"929","Male","No",40,"Yes","Low",2
"930","Female","Yes",74,"Yes","Low",1
"931","Male","No",27,"Yes","Low",2
"932","Male","Yes",70,"Yes","High",2
"933","Female","Yes",62,"Yes","Low",2
"934","Male","No",37,"Yes","Low",1
"935","Female","No",40,"No","Low",3
"936","Male","No",47,"Yes","Low",1
"937","Male","Yes",52,"Yes","Average",4
"938","Female","Yes",57,"Yes","Average",2
"939","Male","No",37,"Yes","Low",3
"940","Male","Yes",60,"Yes","Low",1
"941","Male","Yes",43,"Yes","High",3
"942","Male","Yes",37,"Yes","Low",1
"943","Male","Yes",59,"Yes","Average",3
"944","Female","Yes",60,"Yes","Low",3
"945","Male","Yes",69,"No","Low",3
"946","Male","Yes",49,"Yes","High",4
"947","Male","No",23,"No","Low",5
"948","Female","Yes",43,"Yes","Average",3
"949","Female","No",22,"No","Low",7
"950","Male","No",29,"No","Low",4
"951","Male","Yes",26,"Yes","Low",2
"952","Female","Yes",36,"No","Average",4
"953","Female","No",55,"Yes","Low",1
"954","Female","Yes",59,"Yes","Low",1
"955","Female","Yes",83,"Yes","High",2
"956","Male","Yes",53,"Yes","Average",3
"957","Male","Yes",62,"Yes","Average",3
"958","Male","Yes",73,"No","High",3
"959","Male","Yes",45,"No","High",4
"960","Male","No",28,"Yes","Low",4
"961","Male","No",25,"No","Low",2
"962","Male","Yes",52,"Yes","Average",3
"963","Male","Yes",61,"Yes","Average",3
"964","Female","No",27,"Yes","Low",4
"965","Male","Yes",31,"Yes","Average",2
"966","Male","No",40,"Yes","Low",4
"967","Male","No",27,"Yes","Low",3
"968","Female","No",60,"Yes","Low",1
"969","Male","Yes",40,"Yes","High",2
"970","Male","Yes",32,"No","Low",2
"971","Female","Yes",42,"Yes","Low",2
"972","Male","Yes",32,"Yes","Average",2
"973","Male","No",27,"Yes","Low",2
"974","Male","No",29,"No","Low",5
"975","Male","No",43,"Yes","Low",5
"976","Male","Yes",48,"Yes","Average",2
"977","Male","Yes",62,"No","Average",6
"978","Female","No",42,"Yes","Low",2
"979","Male","Yes",25,"Yes","Average",2
"980","Male","Yes",61,"Yes","Low",4
"981","Female","No",26,"No","Low",1
"982","Female","No",27,"Yes","Low",4
"983","Female","Yes",40,"Yes","Low",2
"984","Female","No",23,"No","Low",4
"985","Male","Yes",45,"Yes","High",4
"986","Female","No",37,"Yes","Low",1
"987","Male","Yes",28,"Yes","Low",2
"988","Male","Yes",70,"No","Low",2
"989","Male","Yes",37,"Yes","Average",2
"990","Female","No",19,"No","Low",4
"991","Male","Yes",48,"No","Average",4
"992","Male","Yes",36,"No","Average",3
"993","Male","Yes",63,"No","Average",5
"994","Female","Yes",68,"Yes","Average",2
"995","Female","No",27,"Yes","Low",4
"996","Male","No",30,"Yes","Low",3
"997","Female","No",33,"Yes","Low",3
"998","Male","Yes",25,"No","Low",2
"999","Female","No",37,"Yes","Low",2
"1000","Male","No",30,"Yes","Low",3
"1001","Female","Yes",66,"Yes","Average",2
"1002","Female","No",31,"No","Low",1
"1003","Female","No",31,"Yes","Low",3
"1004","Female","Yes",45,"Yes","High",5
"1005","Male","Yes",42,"No","Low",3
"1006","Female","Yes",46,"Yes","Average",2
"1007","Female","Yes",76,"Yes","High",2
"1008","Male","No",25,"Yes","Low",4
"1009","Female","Yes",41,"Yes","Average",3
"1010","Male","Yes",49,"Yes","Average",2
"1011","Male","No",32,"No","Low",5
"1012","Male","Yes",55,"No","Low",2
"1013","Male","Yes",66,"Yes","High",2
"1014","Female","Yes",68,"Yes","Low",1
"1015","Female","No",26,"Yes","Low",2
"1016","Male","No",20,"No","Low",4
"1017","Female","Yes",50,"Yes","Low",3
"1018","Female","Yes",84,"Yes","High",2
"1019","Male","No",43,"Yes","Low",5
"1020","Female","Yes",63,"Yes","Average",4
"1021","Male","No",37,"Yes","Low",1
"1022","Male","Yes",31,"No","Average",3
"1023","Male","No",26,"No","Low",3
"1024","Male","Yes",41,"Yes","Average",3
"1025","Female","Yes",62,"Yes","High",2
"1026","Male","Yes",45,"Yes","High",4
"1027","Female","Yes",28,"No","Low",3
"1028","Female","Yes",89,"Yes","High",2
"1029","Male","No",20,"No","Low",4
"1030","Female","No",40,"Yes","Low",2
"1031","Male","No",23,"No","Low",4
"1032","Male","No",41,"Yes","Low",1
"1033","Male","Yes",78,"No","High",2
"1034","Female","No",43,"Yes","Low",1
"1035","Female","Yes",57,"Yes","High",4
"1036","Male","Yes",55,"Yes","High",3
"1037","Female","No",27,"Yes","Low",1
"1038","Male","Yes",51,"Yes","High",4
"1039","Male","Yes",35,"Yes","High",4
"1040","Male","Yes",49,"Yes","Average",3
"1041","Female","No",33,"Yes","Low",2
"1042","Female","Yes",60,"Yes","Average",2
"1043","Male","Yes",52,"Yes","Low",3
"1044","Female","No",42,"Yes","Low",2
"1045","Female","No",28,"Yes","Low",3
"1046","Female","Yes",43,"Yes","High",3
"1047","Male","No",25,"Yes","Low",4
"1048","Female","Yes",51,"Yes","Low",2
"1049","Male","Yes",42,"Yes","Average",3
"1050","Male","No",20,"No","Low",5
"1051","Female","Yes",41,"Yes","High",4
"1052","Female","Yes",71,"Yes","Low",2
"1053","Female","Yes",42,"Yes","Average",2
"1054","Male","Yes",56,"Yes","Average",2
"1055","Female","Yes",41,"Yes","Average",2
"1056","Male","Yes",72,"Yes","Low",2
"1057","Female","No",30,"No","Low",4
"1058","Female","No",25,"Yes","Low",6
"1059","Male","No",33,"Yes","Low",4
"1060","Male","Yes",38,"No","High",3
"1061","Male","Yes",60,"Yes","Low",2
"1062","Female","Yes",79,"No","High",3
"1063","Female","No",38,"Yes","Low",4
"1064","Male","Yes",56,"Yes","Average",1
"1065","Male","Yes",73,"No","Low",1
"1066","Female","No",22,"No","Low",7
"1067","Male","Yes",42,"No","Low",3
"1068","Male","Yes",72,"No","High",2
"1069","Female","No",33,"Yes","Low",3
"1070","Male","Yes",53,"Yes","Average",4
"1071","Female","No",25,"No","Low",5
"1072","Male","Yes",46,"Yes","Average",3
"1073","Male","No",18,"No","Low",3
"1074","Female","No",60,"Yes","Low",1
"1075","Male","No",22,"No","Low",4
"1076","Male","No",22,"No","Low",5
"1077","Male","No",18,"No","Low",5
"1078","Male","Yes",39,"Yes","High",3
"1079","Male","No",19,"No","Low",5
"1080","Female","No",30,"No","Low",1
"1081","Male","No",23,"No","Low",5
"1082","Male","No",23,"No","Low",7
"1083","Female","No",48,"Yes","Low",1
"1084","Male","Yes",39,"Yes","Low",1
"1085","Female","No",56,"Yes","Low",1
"1086","Male","Yes",63,"No","Average",2
"1087","Female","Yes",71,"No","High",4
"1088","Female","Yes",70,"Yes","High",2
"1089","Male","Yes",84,"No","Low",1
"1090","Male","Yes",39,"Yes","High",6
"1091","Male","Yes",42,"Yes","Low",4
"1092","Male","Yes",46,"Yes","Low",2
"1093","Male","Yes",63,"No","Average",3
"1094","Female","Yes",55,"No","Low",3
"1095","Male","Yes",42,"Yes","Low",2
"1096","Female","Yes",58,"Yes","Average",2
"1097","Female","Yes",88,"Yes","Low",1
"1098","Male","Yes",43,"Yes","Average",2
"1099","Male","Yes",73,"Yes","High",3
"1100","Male","No",30,"No","Low",5
"1101","Male","Yes",30,"No","Average",2
"1102","Male","Yes",46,"Yes","High",3
"1103","Female","Yes",43,"Yes","Average",2
"1104","Female","Yes",36,"No","High",3
"1105","Female","Yes",47,"Yes","Low",1
"1106","Male","Yes",63,"Yes","Low",1
"1107","Male","Yes",35,"Yes","Low",2
"1108","Female","No",31,"Yes","Low",2
"1109","Female","Yes",45,"Yes","Average",4
"1110","Male","No",26,"No","Low",2
"1111","Male","Yes",37,"No","Average",2
"1112","Female","Yes",26,"No","Average",2
"1113","Male","Yes",37,"No","Low",5
"1114","Female","Yes",53,"Yes","Average",3
"1115","Female","No",55,"Yes","Low",1
"1116","Male","Yes",42,"Yes","High",6
"1117","Female","Yes",46,"Yes","Average",2
"1118","Male","Yes",30,"Yes","Low",6
"1119","Male","No",63,"Yes","Low",1
"1120","Male","Yes",52,"Yes","Low",4
"1121","Female","No",28,"Yes","Low",2
"1122","Female","No",20,"No","Low",5
"1123","Male","Yes",60,"Yes","High",3
"1124","Male","Yes",42,"Yes","Average",4
"1125","Male","Yes",46,"Yes","Average",6
"1126","Male","Yes",37,"Yes","Average",2
"1127","Female","No",42,"Yes","Low",1
"1128","Female","Yes",46,"Yes","Average",4
"1129","Male","Yes",49,"No","Low",7
"1130","Female","Yes",89,"No","High",2
"1131","Female","Yes",38,"No","Low",1
"1132","Male","Yes",48,"Yes","Average",2
"1133","Female","Yes",51,"Yes","Low",4
"1134","Male","Yes",73,"Yes","High",2
"1135","Male","No",30,"Yes","Low",4
"1136","Female","Yes",65,"Yes","Average",2
"1137","Female","No",36,"No","Low",1
"1138","Female","No",25,"Yes","Low",3
"1139","Female","No",31,"No","Low",3
"1140","Male","Yes",43,"Yes","High",4
"1141","Female","Yes",33,"Yes","High",2
"1142","Male","No",30,"Yes","Low",1
"1143","Female","No",25,"Yes","Low",2
"1144","Male","Yes",49,"Yes","Average",4
"1145","Female","No",31,"Yes","Low",1
"1146","Female","No",27,"Yes","Low",8
"1147","Female","No",33,"Yes","Low",3
"1148","Male","Yes",35,"Yes","Average",2
"1149","Male","No",19,"No","Low",5
"1150","Female","Yes",25,"No","High",5
"1151","Male","Yes",57,"No","High",4
"1152","Male","Yes",45,"No","Average",4
"1153","Female","Yes",47,"No","High",3
"1154","Female","No",33,"Yes","Low",2
"1155","Male","Yes",45,"Yes","Low",1
"1156","Male","No",27,"No","Low",3
"1157","Female","Yes",38,"Yes","Low",1
"1158","Female","No",38,"No","Low",3
"1159","Male","No",87,"No","Low",1
"1160","Male","No",30,"Yes","Low",3
"1161","Male","Yes",57,"Yes","Average",7
"1162","Female","Yes",63,"Yes","Low",2
"1163","Male","No",50,"No","Low",3
"1164","Male","Yes",68,"Yes","High",2
"1165","Female","Yes",33,"No","Low",2
"1166","Female","Yes",37,"Yes","Low",2
"1167","Female","No",25,"No","Low",6
"1168","Female","No",29,"No","Low",5
"1169","Female","No",32,"Yes","Low",2
"1170","Female","Yes",68,"No","Low",1
"1171","Male","Yes",86,"Yes","High",2
"1172","Male","Yes",49,"Yes","Low",3
"1173","Female","Yes",32,"Yes","High",2
